unique_id,time,x,y,red,nir,swir16,swir22,blue,green,rededge1,rededge2,rededge3,nir08
ID_01FHV4,59:31.6,-296455,846395,0.3966,0.3742,0.3639,0.3226,0.4208,0.4038,0.4006,0.3965,0.4095,0.4141
ID_01FHV4,59:31.6,-296455,846395,0.3966,0.3742,0.3639,0.3226,0.4208,0.4038,0.4006,0.3965,0.4095,0.4141
ID_01FHV4,59:25.1,-296455,846395,0.7364,0.7664,0.7541,0.6716,0.7476,0.73,0.7868,0.7786,0.8036,0.807
ID_01FHV4,59:25.1,-296455,846395,0.7364,0.7664,0.7541,0.6716,0.7476,0.73,0.7868,0.7786,0.8036,0.807
ID_01FHV4,59:31.0,-296455,846395,0.7504,0.7668,0.4414,0.2819,0.7352,0.7416,0.6957,0.7388,0.7923,0.8171
ID_01FHV4,59:31.0,-296455,846395,0.7504,0.7668,0.4414,0.2819,0.7352,0.7416,0.6957,0.7388,0.7923,0.8171
ID_01FHV4,59:23.1,-296455,846395,0.678,0.73,0.4366,0.343,0.684,0.67,0.6587,0.6948,0.7544,0.767
ID_01FHV4,59:23.1,-296455,846395,0.678,0.73,0.4366,0.343,0.684,0.67,0.6587,0.6948,0.7544,0.767
ID_01FHV4,59:24.9,-296455,846395,0.6068,0.6876,0.609,0.5688,0.6376,0.6224,0.6698,0.6779,0.6969,0.7021
ID_01FHV4,59:24.9,-296455,846395,0.6068,0.6876,0.609,0.5688,0.6376,0.6224,0.6698,0.6779,0.6969,0.7021
ID_01FHV4,59:28.9,-296455,846395,1.0584,1,0.8131,0.6333,1.1472,1.0896,1.119,1.0561,1.046,1.0456
ID_01FHV4,59:28.9,-296455,846395,1.0584,1,0.8131,0.6333,1.1472,1.0896,1.119,1.0561,1.046,1.0456
ID_01FHV4,59:29.5,-296455,846395,0.4848,0.534,0.596,0.5631,0.4404,0.462,0.5046,0.5465,0.5786,0.5964
ID_01FHV4,59:29.5,-296455,846395,0.4848,0.534,0.596,0.5631,0.4404,0.462,0.5046,0.5465,0.5786,0.5964
ID_01FHV4,59:31.1,-296455,846395,0.3226,0.374,0.5287,0.4783,0.2178,0.268,0.3433,0.3552,0.3771,0.3991
ID_01FHV4,59:31.1,-296455,846395,0.3226,0.374,0.5287,0.4783,0.2178,0.268,0.3433,0.3552,0.3771,0.3991
ID_01FHV4,59:34.2,-296455,846395,0.3646,0.4864,0.4983,0.4455,0.3046,0.3364,0.4032,0.4549,0.488,0.5088
ID_01FHV4,59:34.2,-296455,846395,0.3646,0.4864,0.4983,0.4455,0.3046,0.3364,0.4032,0.4549,0.488,0.5088
ID_01FHV4,59:33.2,-296455,846395,0.3212,0.3784,0.4837,0.4355,0.235,0.2744,0.3473,0.3631,0.3784,0.3996
ID_01FHV4,59:33.2,-296455,846395,0.3212,0.3784,0.4837,0.4355,0.235,0.2744,0.3473,0.3631,0.3784,0.3996
ID_01FHV4,59:36.4,-296455,846395,0.6472,0.7416,0.3272,0.3381,0.6568,0.6512,0.6695,0.7077,0.7357,0.746
ID_01FHV4,59:36.4,-296455,846395,0.6472,0.7416,0.3272,0.3381,0.6568,0.6512,0.6695,0.7077,0.7357,0.746
ID_01FHV4,59:34.6,-296455,846395,0.5648,0.6708,0.5366,0.5047,0.566,0.5672,0.625,0.6598,0.6759,0.6879
ID_01FHV4,59:34.6,-296455,846395,0.5648,0.6708,0.5366,0.5047,0.566,0.5672,0.625,0.6598,0.6759,0.6879
ID_01FHV4,59:38.4,-296455,846395,0.345,0.4176,0.4672,0.4121,0.306,0.3314,0.3636,0.4083,0.4339,0.4504
ID_01FHV4,59:38.4,-296455,846395,0.345,0.4176,0.4672,0.4121,0.306,0.3314,0.3636,0.4083,0.4339,0.4504
ID_01FHV4,59:35.7,-296455,846395,0.2904,0.424,0.4216,0.4068,0.1992,0.251,0.3245,0.3721,0.3902,0.4496
ID_01FHV4,59:35.7,-296455,846395,0.2904,0.424,0.4216,0.4068,0.1992,0.251,0.3245,0.3721,0.3902,0.4496
ID_01FHV4,59:39.8,-296455,846395,0.3348,0.3844,0.494,0.4477,0.2256,0.288,0.3569,0.3881,0.4144,0.4131
ID_01FHV4,59:39.8,-296455,846395,0.3348,0.3844,0.494,0.4477,0.2256,0.288,0.3569,0.3881,0.4144,0.4131
ID_01FHV4,59:36.2,-296455,846395,0.305,0.3614,0.4904,0.446,0.212,0.2578,0.3313,0.3451,0.3662,0.3983
ID_01FHV4,59:36.2,-296455,846395,0.305,0.3614,0.4904,0.446,0.212,0.2578,0.3313,0.3451,0.3662,0.3983
ID_01FHV4,59:40.8,-296455,846395,0.2998,0.3798,0.4693,0.4349,0.218,0.256,0.3251,0.3583,0.3938,0.4018
ID_01FHV4,59:40.8,-296455,846395,0.2998,0.3798,0.4693,0.4349,0.218,0.256,0.3251,0.3583,0.3938,0.4018
ID_01FHV4,59:36.3,-296455,846395,0.3156,0.3652,0.4552,0.4002,0.2312,0.276,0.3395,0.3629,0.378,0.3925
ID_01FHV4,59:36.3,-296455,846395,0.3156,0.3652,0.4552,0.4002,0.2312,0.276,0.3395,0.3629,0.378,0.3925
ID_01FHV4,59:41.1,-296455,846395,0.6776,0.7388,0.5591,0.474,0.702,0.6888,0.7158,0.7283,0.756,0.7598
ID_01FHV4,59:41.1,-296455,846395,0.6776,0.7388,0.5591,0.474,0.702,0.6888,0.7158,0.7283,0.756,0.7598
ID_01FHV4,59:35.8,-296455,846395,0.3138,0.3392,0.4303,0.3848,0.2346,0.2604,0.3214,0.3307,0.3466,0.3695
ID_01FHV4,59:35.8,-296455,846395,0.3138,0.3392,0.4303,0.3848,0.2346,0.2604,0.3214,0.3307,0.3466,0.3695
ID_01FHV4,59:40.9,-296455,846395,0.464,0.5676,0.3525,0.3428,0.5228,0.4792,0.5383,0.5698,0.5846,0.5902
ID_01FHV4,59:40.9,-296455,846395,0.464,0.5676,0.3525,0.3428,0.5228,0.4792,0.5383,0.5698,0.5846,0.5902
ID_01FHV4,59:34.8,-296455,846395,0.77,0.8028,0.6871,0.579,0.804,0.7852,0.8287,0.8251,0.829,0.8299
ID_01FHV4,59:34.8,-296455,846395,0.77,0.8028,0.6871,0.579,0.804,0.7852,0.8287,0.8251,0.829,0.8299
ID_01FHV4,59:40.3,-296455,846395,0.7148,0.7216,0.5803,0.4059,0.6916,0.7024,0.6641,0.695,0.7663,0.7732
ID_01FHV4,59:40.3,-296455,846395,0.7148,0.7216,0.5803,0.4059,0.6916,0.7024,0.6641,0.695,0.7663,0.7732
ID_01FHV4,59:35.4,-296455,846395,0.5732,0.6636,0.5612,0.5123,0.5388,0.5548,0.647,0.6915,0.7131,0.7409
ID_01FHV4,59:35.4,-296455,846395,0.5732,0.6636,0.5612,0.5123,0.5388,0.5548,0.647,0.6915,0.7131,0.7409
ID_01FHV4,59:40.1,-296455,846395,0.3536,0.4412,0.5363,0.4776,0.2798,0.3176,0.3918,0.4247,0.4491,0.4762
ID_01FHV4,59:40.1,-296455,846395,0.3536,0.4412,0.5363,0.4776,0.2798,0.3176,0.3918,0.4247,0.4491,0.4762
ID_01FHV4,59:36.5,-296455,846395,0.7012,0.7112,0.5913,0.5039,0.7044,0.6976,0.7637,0.7537,0.756,0.7762
ID_01FHV4,59:36.5,-296455,846395,0.7012,0.7112,0.5913,0.5039,0.7044,0.6976,0.7637,0.7537,0.756,0.7762
ID_01FHV4,59:40.9,-296455,846395,0.7908,0.8012,0.58,0.4391,0.8288,0.7996,0.8259,0.8072,0.8181,0.8288
ID_01FHV4,59:40.9,-296455,846395,0.7908,0.8012,0.58,0.4391,0.8288,0.7996,0.8259,0.8072,0.8181,0.8288
ID_01FHV4,59:37.3,-296455,846395,0.6704,0.7032,0.5802,0.5285,0.6952,0.684,0.7169,0.7082,0.7054,0.717
ID_01FHV4,59:37.3,-296455,846395,0.6704,0.7032,0.5802,0.5285,0.6952,0.684,0.7169,0.7082,0.7054,0.717
ID_01FHV4,59:41.2,-296455,846395,0.9096,0.9064,0.5241,0.3594,0.9576,0.924,0.8991,0.9095,0.9592,0.9507
ID_01FHV4,59:41.2,-296455,846395,0.9096,0.9064,0.5241,0.3594,0.9576,0.924,0.8991,0.9095,0.9592,0.9507
ID_01FHV4,59:37.6,-296455,846395,0.2188,0.2528,0.2453,0.1989,0.2094,0.22,0.236,0.2558,0.2636,0.2686
ID_01FHV4,59:37.6,-296455,846395,0.2188,0.2528,0.2453,0.1989,0.2094,0.22,0.236,0.2558,0.2636,0.2686
ID_01FHV4,59:41.2,-296455,846395,0.3206,0.3042,0.3932,0.3509,0.2614,0.2864,0.3417,0.3521,0.376,0.3904
ID_01FHV4,59:41.2,-296455,846395,0.3206,0.3042,0.3932,0.3509,0.2614,0.2864,0.3417,0.3521,0.376,0.3904
ID_01FHV4,59:37.5,-296455,846395,0.3322,0.3754,0.5323,0.4905,0.2348,0.273,0.3451,0.3536,0.3777,0.3982
ID_01FHV4,59:37.5,-296455,846395,0.3322,0.3754,0.5323,0.4905,0.2348,0.273,0.3451,0.3536,0.3777,0.3982
ID_01FHV4,59:40.7,-296455,846395,0.9576,0.8984,0.702,0.5782,1.136,1.0232,1.0097,0.9347,0.9186,0.9077
ID_01FHV4,59:40.7,-296455,846395,0.9576,0.8984,0.702,0.5782,1.136,1.0232,1.0097,0.9347,0.9186,0.9077
ID_01FHV4,59:37.1,-296455,846395,0.4072,0.4708,0.499,0.4517,0.3462,0.381,0.4339,0.4642,0.486,0.5101
ID_01FHV4,59:37.1,-296455,846395,0.4072,0.4708,0.499,0.4517,0.3462,0.381,0.4339,0.4642,0.486,0.5101
ID_01FHV4,59:39.9,-296455,846395,0.4808,0.5296,0.4547,0.3791,0.498,0.486,0.5121,0.5294,0.5483,0.5643
ID_01FHV4,59:39.9,-296455,846395,0.4808,0.5296,0.4547,0.3791,0.498,0.486,0.5121,0.5294,0.5483,0.5643
ID_01FHV4,59:36.1,-296455,846395,0.8688,0.8568,0.645,0.474,0.8768,0.864,0.9287,0.8904,0.8883,0.8911
ID_01FHV4,59:36.1,-296455,846395,0.8688,0.8568,0.645,0.474,0.8768,0.864,0.9287,0.8904,0.8883,0.8911
ID_01FHV4,59:38.6,-296455,846395,1.0816,1.0632,0.6438,0.4818,1.0992,1.0808,1.1689,1.0936,1.08,1.0672
ID_01FHV4,59:38.6,-296455,846395,1.0816,1.0632,0.6438,0.4818,1.0992,1.0808,1.1689,1.0936,1.08,1.0672
ID_01FHV4,59:34.8,-296455,846395,0.8172,0.8032,0.5806,0.4264,0.9624,0.864,0.8623,0.8099,0.7861,0.7829
ID_01FHV4,59:34.8,-296455,846395,0.8172,0.8032,0.5806,0.4264,0.9624,0.864,0.8623,0.8099,0.7861,0.7829
ID_01FHV4,59:37.0,-296455,846395,0.9248,0.9248,0.6773,0.5689,0.9752,0.9472,0.9789,0.9256,0.9197,0.938
ID_01FHV4,59:37.0,-296455,846395,0.9248,0.9248,0.6773,0.5689,0.9752,0.9472,0.9789,0.9256,0.9197,0.938
ID_01FHV4,59:33.1,-296455,846395,0.7004,0.6916,0.6441,0.5774,0.7656,0.7268,0.7396,0.7091,0.6995,0.7138
ID_01FHV4,59:33.1,-296455,846395,0.7004,0.6916,0.6441,0.5774,0.7656,0.7268,0.7396,0.7091,0.6995,0.7138
ID_01FHV4,59:34.9,-296455,846395,0.498,0.5468,0.4924,0.4125,0.5184,0.5028,0.5314,0.539,0.5562,0.5637
ID_01FHV4,59:34.9,-296455,846395,0.498,0.5468,0.4924,0.4125,0.5184,0.5028,0.5314,0.539,0.5562,0.5637
ID_01FHV4,59:30.9,-296455,846395,0.2208,0.2748,0.2714,0.2419,0.225,0.2188,0.2341,0.2554,0.2768,0.296
ID_01FHV4,59:30.9,-296455,846395,0.2208,0.2748,0.2714,0.2419,0.225,0.2188,0.2341,0.2554,0.2768,0.296
ID_01FHV4,59:32.4,-296455,846395,0.6992,0.7356,0.5516,0.4285,0.74,0.7172,0.7126,0.7022,0.7136,0.7069
ID_01FHV4,59:32.4,-296455,846395,0.6992,0.7356,0.5516,0.4285,0.74,0.7172,0.7126,0.7022,0.7136,0.7069
ID_01FHV4,59:32.4,-296455,846395,0.8368,0.8304,0.48,0.4434,0.8712,0.8464,0.9183,0.881,0.8699,0.8844
ID_01FHV4,59:32.4,-296455,846395,0.8368,0.8304,0.48,0.4434,0.8712,0.8464,0.9183,0.881,0.8699,0.8844
ID_01FHV4,59:32.4,-296455,846395,0.4772,0.5312,0.4862,0.4206,0.556,0.5084,0.5111,0.5066,0.524,0.5239
ID_01FHV4,59:32.4,-296455,846395,0.4772,0.5312,0.4862,0.4206,0.556,0.5084,0.5111,0.5066,0.524,0.5239
ID_01FHV4,59:34.1,-296455,846395,0.2226,0.2374,0.2819,0.2383,0.1854,0.2046,0.2365,0.2338,0.2467,0.2528
ID_01FHV4,59:34.1,-296455,846395,0.2226,0.2374,0.2819,0.2383,0.1854,0.2046,0.2365,0.2338,0.2467,0.2528
ID_01FHV4,59:33.3,-296455,846395,0.5344,0.6068,0.4907,0.4041,0.5432,0.5444,0.5522,0.5883,0.6244,0.6218
ID_01FHV4,59:33.3,-296455,846395,0.5344,0.6068,0.4907,0.4041,0.5432,0.5444,0.5522,0.5883,0.6244,0.6218
ID_01FHV4,59:35.1,-296455,846395,0.3116,0.3686,0.5058,0.4845,0.1944,0.2532,0.3281,0.3442,0.3647,0.3758
ID_01FHV4,59:35.1,-296455,846395,0.3116,0.3686,0.5058,0.4845,0.1944,0.2532,0.3281,0.3442,0.3647,0.3758
ID_01FHV4,59:33.7,-296455,846395,0.5112,0.5532,0.488,0.4152,0.6516,0.5636,0.5716,0.5405,0.5417,0.5338
ID_01FHV4,59:33.7,-296455,846395,0.5112,0.5532,0.488,0.4152,0.6516,0.5636,0.5716,0.5405,0.5417,0.5338
ID_01FHV4,59:35.7,-296455,846395,0.2722,0.3272,0.4391,0.4018,0.1872,0.2324,0.302,0.3176,0.3251,0.3467
ID_01FHV4,59:35.7,-296455,846395,0.2722,0.3272,0.4391,0.4018,0.1872,0.2324,0.302,0.3176,0.3251,0.3467
ID_01FHV4,59:33.5,-296455,846395,0.8848,0.9688,0.5562,0.4013,1.0152,0.8856,0.92,0.917,0.9309,0.9221
ID_01FHV4,59:33.5,-296455,846395,0.8848,0.9688,0.5562,0.4013,1.0152,0.8856,0.92,0.917,0.9309,0.9221
ID_01FHV4,59:35.7,-296455,846395,0.836,0.792,0.4897,0.3376,0.98,0.8896,0.8733,0.8072,0.8077,0.8031
ID_01FHV4,59:35.7,-296455,846395,0.836,0.792,0.4897,0.3376,0.98,0.8896,0.8733,0.8072,0.8077,0.8031
ID_01FHV4,59:32.7,-296455,846395,0.7496,0.724,0.5304,0.439,0.8012,0.7576,0.7765,0.754,0.7612,0.7534
ID_01FHV4,59:32.7,-296455,846395,0.7496,0.724,0.5304,0.439,0.8012,0.7576,0.7765,0.754,0.7612,0.7534
ID_01FHV4,59:35.0,-296455,846395,0.1934,0.2158,0.2558,0.2219,0.1597,0.1806,0.2021,0.202,0.2153,0.2219
ID_01FHV4,59:35.0,-296455,846395,0.1934,0.2158,0.2558,0.2219,0.1597,0.1806,0.2021,0.202,0.2153,0.2219
ID_01FHV4,59:31.3,-296455,846395,0.3102,0.375,0.5139,0.5019,0.208,0.2566,0.3265,0.3467,0.373,0.3824
ID_01FHV4,59:31.3,-296455,846395,0.3102,0.375,0.5139,0.5019,0.208,0.2566,0.3265,0.3467,0.373,0.3824
ID_01FHV4,59:33.7,-296455,846395,0.2648,0.3234,0.4342,0.4001,0.1809,0.2206,0.2932,0.3139,0.3291,0.3493
ID_01FHV4,59:33.7,-296455,846395,0.2648,0.3234,0.4342,0.4001,0.1809,0.2206,0.2932,0.3139,0.3291,0.3493
ID_01FHV4,59:29.2,-296455,846395,0.5752,0.7148,0.4315,0.4197,0.7168,0.6356,0.6438,0.6623,0.6653,0.6607
ID_01FHV4,59:29.2,-296455,846395,0.5752,0.7148,0.4315,0.4197,0.7168,0.6356,0.6438,0.6623,0.6653,0.6607
ID_01FHV4,59:31.8,-296455,846395,0.3986,0.4864,0.5478,0.4878,0.3424,0.3706,0.4274,0.4756,0.4931,0.5152
ID_01FHV4,59:31.8,-296455,846395,0.3986,0.4864,0.5478,0.4878,0.3424,0.3706,0.4274,0.4756,0.4931,0.5152
ID_01FHV4,59:26.4,-296455,846395,0.3376,0.403,0.5171,0.4842,0.27,0.2892,0.3671,0.3862,0.4096,0.4093
ID_01FHV4,59:26.4,-296455,846395,0.3376,0.403,0.5171,0.4842,0.27,0.2892,0.3671,0.3862,0.4096,0.4093
ID_01FHV4,59:29.2,-296455,846395,0.6728,0.6924,0.5361,0.4399,0.7792,0.706,0.7392,0.7102,0.6909,0.69
ID_01FHV4,59:29.2,-296455,846395,0.6728,0.6924,0.5361,0.4399,0.7792,0.706,0.7392,0.7102,0.6909,0.69
ID_01FHV4,59:27.0,-296455,846395,1.0768,1.0288,0.8507,0.7432,1.1752,1.1144,1.1607,1.062,1.0328,1.0143
ID_01FHV4,59:27.0,-296455,846395,1.0768,1.0288,0.8507,0.7432,1.1752,1.1144,1.1607,1.062,1.0328,1.0143
ID_01FHV4,59:26.4,-296455,846395,0.2652,0.3172,0.4647,0.4223,0.1684,0.2096,0.2863,0.3061,0.3267,0.3473
ID_01FHV4,59:26.4,-296455,846395,0.2652,0.3172,0.4647,0.4223,0.1684,0.2096,0.2863,0.3061,0.3267,0.3473
ID_01FHV4,59:27.5,-296455,846395,0.3396,0.378,0.5218,0.4872,0.2536,0.2788,0.3601,0.3634,0.3796,0.3922
ID_01FHV4,59:27.5,-296455,846395,0.3396,0.378,0.5218,0.4872,0.2536,0.2788,0.3601,0.3634,0.3796,0.3922
ID_01FHV4,59:27.1,-296455,846395,0.2128,0.2462,0.293,0.247,0.1402,0.1785,0.2254,0.2311,0.2408,0.2493
ID_01FHV4,59:27.1,-296455,846395,0.2128,0.2462,0.293,0.247,0.1402,0.1785,0.2254,0.2311,0.2408,0.2493
ID_ESPGTQ,59:22.9,-244725,845255,0.228,0.393,0.303,0.2229,0.2172,0.237,0.2672,0.3521,0.3881,0.4023
ID_ESPGTQ,49:29.7,-244725,845255,0.238,0.4732,0.3732,0.2607,0.168,0.2282,0.2952,0.4222,0.4647,0.4991
ID_ESPGTQ,49:28.7,-244725,845255,0.6464,0.7264,0.5854,0.5122,0.7652,0.6868,0.6761,0.6834,0.6945,0.7052
ID_ESPGTQ,49:29.8,-244725,845255,0.1428,0.2794,0.2352,0.1711,0.1325,0.152,0.1825,0.2513,0.2706,0.2932
ID_ESPGTQ,49:31.6,-244725,845255,1.0976,1.0112,0.6595,0.5706,1.2288,1.1456,1.2439,1.1456,1.0939,1.0644
ID_ESPGTQ,49:32.9,-244725,845255,0.3084,0.4216,0.3303,0.2723,0.3244,0.3284,0.3542,0.4013,0.4168,0.4266
ID_ESPGTQ,49:30.2,-244725,845255,0.1778,0.4054,0.3797,0.2791,0.1414,0.1808,0.2427,0.3406,0.3817,0.4214
ID_ESPGTQ,59:25.2,-244725,845255,0.2082,0.3802,0.3369,0.2391,0.2178,0.226,0.2616,0.3318,0.361,0.3905
ID_ESPGTQ,49:33.4,-244725,845255,0.3358,0.5228,0.5042,0.3685,0.332,0.3498,0.378,0.4776,0.5114,0.5526
ID_ESPGTQ,59:24.4,-244725,845255,0.1324,0.1992,0.1712,0.1399,0.1412,0.1417,0.1486,0.1846,0.2063,0.2074
ID_ESPGTQ,59:26.9,-244725,845255,0.5896,0.7132,0.3044,0.3188,0.6264,0.6112,0.6605,0.6859,0.6945,0.6903
ID_ESPGTQ,49:38.8,-244725,845255,0.836,0.8504,0.7052,0.5798,0.916,0.8728,0.9007,0.8903,0.888,0.894
ID_ESPGTQ,49:30.9,-244725,845255,0.7972,0.8012,0.4879,0.4089,0.8224,0.802,0.8478,0.8062,0.8078,0.8179
ID_ESPGTQ,59:29.3,-244725,845255,1.0072,0.908,0.6346,0.5346,1.1224,1.0376,1.09,1.0036,0.9714,0.9446
ID_ESPGTQ,49:37.6,-244725,845255,0.2406,0.462,0.3742,0.3099,0.2466,0.2556,0.3104,0.4508,0.4997,0.5292
ID_ESPGTQ,59:32.3,-244725,845255,0.6072,0.6548,0.4375,0.3897,0.7324,0.6508,0.6491,0.6582,0.668,0.6828
ID_ESPGTQ,49:34.9,-244725,845255,0.2306,0.4296,0.3642,0.2572,0.2006,0.2194,0.2552,0.4235,0.4961,0.5203
ID_ESPGTQ,59:30.4,-244725,845255,0.7632,0.7436,0.6493,0.5483,0.8144,0.78,0.7946,0.7802,0.7862,0.7883
ID_ESPGTQ,49:36.1,-244725,845255,0.604,0.6516,0.5794,0.5329,0.6832,0.6328,0.6569,0.662,0.6614,0.669
ID_ESPGTQ,59:31.8,-244725,845255,0.6384,0.6968,0.3237,0.2811,0.6352,0.6316,0.6194,0.6699,0.7141,0.7335
ID_ESPGTQ,59:31.1,-244725,845255,0.6812,0.7668,0.6218,0.5123,0.7372,0.686,0.707,0.7404,0.7843,0.7984
ID_ESPGTQ,49:36.1,-244725,845255,0.1816,0.3942,0.2759,0.1928,0.1824,0.1958,0.2167,0.3548,0.4199,0.4513
ID_ESPGTQ,59:31.3,-244725,845255,0.1398,0.234,0.1825,0.1409,0.1477,0.15,0.1608,0.2294,0.2577,0.2661
ID_ESPGTQ,49:38.1,-244725,845255,0.8176,0.8568,0.6217,0.4478,0.84,0.8256,0.82,0.8454,0.8739,0.8835
ID_ESPGTQ,59:30.1,-244725,845255,0.5672,0.5404,0.4114,0.3585,0.562,0.544,0.5717,0.5695,0.5877,0.6015
ID_ESPGTQ,59:33.1,-244725,845255,0.184,0.4748,0.3342,0.2215,0.1918,0.2158,0.2503,0.4214,0.4788,0.5229
ID_ESPGTQ,59:28.9,-244725,845255,0.351,0.508,0.3865,0.3043,0.4624,0.4084,0.3978,0.4424,0.4659,0.4634
ID_ESPGTQ,49:37.4,-244725,845255,0.1736,0.5112,0.3771,0.2417,0.1688,0.2084,0.2553,0.4491,0.5111,0.5535
ID_ESPGTQ,59:32.3,-244725,845255,0.2054,0.5324,0.3882,0.2543,0.2072,0.2402,0.2807,0.4711,0.5345,0.5746
ID_ESPGTQ,59:27.2,-244725,845255,0.7556,0.7968,0.6675,0.5553,0.7644,0.7552,0.8113,0.8052,0.8094,0.8165
ID_ESPGTQ,49:36.5,-244725,845255,0.2648,0.4884,0.3856,0.2758,0.2674,0.2882,0.3265,0.4499,0.4879,0.5185
ID_ESPGTQ,59:31.6,-244725,845255,0.456,0.5488,0.4568,0.4044,0.4916,0.4752,0.4762,0.5324,0.5584,0.5754
ID_ESPGTQ,49:30.6,-244725,845255,0.7976,0.8232,0.5685,0.3984,0.7888,0.7876,0.747,0.7708,0.8337,0.8487
ID_ESPGTQ,59:25.1,-244725,845255,0.1525,0.4188,0.3153,0.2114,0.1472,0.178,0.2124,0.371,0.4175,0.4519
ID_ESPGTQ,49:36.0,-244725,845255,1.1744,1.1432,0.6196,0.4115,1.1944,1.1856,1.2421,1.1935,1.1884,1.1978
ID_ESPGTQ,59:31.0,-244725,845255,0.7976,0.8376,0.4939,0.3396,0.782,0.7828,0.7502,0.7885,0.8325,0.8534
ID_ESPGTQ,49:28.1,-244725,845255,0.7844,0.8416,0.755,0.6897,0.8408,0.7984,0.8388,0.8154,0.8293,0.8348
