blue,crop_type,green,nir,nir08,red,rededge1,rededge2,rededge3,swir16,swir22,time,unique_id,x,y
672,rubber,916,1912,2108,1116,1354,1613,1802,3084,2331,03-01-2021,PIXEL_0156,1.171797163,7.148703947
459,oil,732,1844,2186,827,1229,1730,1915,2665,1821,03-01-2021,PIXEL_0249,1.05879757,7.200764861
389,oil,633,2300,2629,605,1029,1922,2305,2253,1259,03-01-2021,PIXEL_0227,0.920077007,7.148310774
2278,oil,2276,3476,3359,2216,2671,3038,3212,3567,2420,03-01-2021,PIXEL_0222,0.7568166,7.176920783
353,oil,656,3898,4119,495,1062,2966,3650,2370,1151,03-01-2021,PIXEL_0220,0.92123259,7.206240956
326,rubber,549,2567,2843,490,982,2140,2559,2152,1074,03-01-2021,PIXEL_0200,0.937493352,7.185416835
397,rubber,680,1944,2165,760,1202,1688,1893,2594,1719,03-01-2021,PIXEL_0198,0.945245302,7.179134687
533,rubber,795,2018,2159,904,1245,1680,1864,2781,2273,03-01-2021,PIXEL_0188,1.156920671,7.179001753
323,rubber,518,1425,1570,611,817,1172,1402,1622,1026,03-01-2021,PIXEL_0186,0.952686545,7.177051044
527,oil,805,1940,2265,1072,1356,1630,1879,3239,2350,03-01-2021,PIXEL_0242,1.014561014,7.23164819
545,cocoa,824,1980,2249,1042,1486,1823,1986,3152,2121,03-01-2021,PIXEL_0076,0.890506855,7.220040445
445,cocoa,736,2082,2317,833,1269,1811,1995,2714,1741,03-01-2021,PIXEL_0067,1.070872888,7.202815347
452,cocoa,755,2350,2623,786,1328,2016,2287,2925,1944,03-01-2021,PIXEL_0060,0.859704271,7.222494424
361,oil,578,1116,1232,739,892,983,1114,1763,1458,03-01-2021,PIXEL_0289,0.780099664,7.186538217
985,oil,1176,2368,2570,1322,1644,2067,2281,3659,2844,03-01-2021,PIXEL_0288,1.00242357,6.984464904
326,oil,588,1937,2240,631,1061,1659,1922,2498,1512,03-01-2021,PIXEL_0287,1.015677968,7.179455943
359,oil,655,2176,2591,695,1148,1950,2349,2368,1323,03-01-2021,PIXEL_0286,0.773492119,7.193646073
4928,oil,5172,5503,6410,5392,5746,6068,6184,5870,5183,03-01-2021,PIXEL_0285,1.00994602,6.846983934
905,oil,1106,2190,2476,1356,1644,1901,2133,3830,3124,03-01-2021,PIXEL_0284,1.185202644,6.932737515
1366,oil,1718,3012,3170,1926,2191,2719,2926,3696,2833,03-01-2021,PIXEL_0283,0.795433431,6.799912792
368,oil,580,2917,3256,461,850,2346,2894,1807,857,03-01-2021,PIXEL_0290,0.749588725,6.857715095
603,oil,987,2132,2312,1016,1428,1825,2046,3020,2380,03-01-2021,PIXEL_0282,1.17608048,7.214786445
458,oil,705,2054,2298,729,1130,1786,2062,2286,1416,03-01-2021,PIXEL_0280,0.743204057,6.910558934
449,oil,722,1892,2050,798,1176,1556,1739,2272,1500,03-01-2021,PIXEL_0279,0.749006873,6.932031169
392,oil,569,2244,2493,659,1037,1835,2139,2378,1276,03-01-2021,PIXEL_0278,0.860002789,6.987507568
345,oil,488,1454,2071,476,844,1496,1831,1809,972,03-01-2021,PIXEL_0277,0.844042134,7.03066315
513,oil,736,1390,1671,908,1135,1236,1430,2752,2409,03-01-2021,PIXEL_0276,1.116096077,7.15202646
424,oil,539,947,1095,611,752,854,938,1406,1019,03-01-2021,PIXEL_0275,1.189621593,6.956723134
665,oil,946,2426,2563,1078,1445,1956,2228,3051,1914,03-01-2021,PIXEL_0274,0.988694033,6.791526996
1938,oil,2322,3553,3629,2336,2546,3045,3262,3908,2444,03-01-2021,PIXEL_0281,0.843529573,6.791063542
497,oil,749,2546,2993,808,1180,2213,2614,2626,1521,03-01-2021,PIXEL_0291,0.988751078,6.867933568
779,oil,1140,3354,3756,1060,1472,2875,3458,2665,1487,03-01-2021,PIXEL_0292,1.082895885,6.79169693
430,oil,689,2086,2134,787,1096,1647,1925,2363,1581,03-01-2021,PIXEL_0293,1.188317301,7.228493074
350,cocoa,620,1964,2208,618,1135,1641,1873,2448,1423,03-01-2021,PIXEL_0057,0.787999914,7.183840842
377,cocoa,487,968,1165,590,753,871,1016,1506,1198,03-01-2021,PIXEL_0056,0.746192663,7.205066957
809,cocoa,1120,1743,1894,1384,1600,1757,1792,2727,2416,03-01-2021,PIXEL_0052,0.744361436,7.167877527
302,cocoa,549,2430,2504,503,958,1959,2225,2115,1153,03-01-2021,PIXEL_0049,0.758404127,7.205796748
442,cocoa,680,1896,2064,772,1144,1619,1749,2774,1855,03-01-2021,PIXEL_0043,0.825662692,7.188848908
526,cocoa,724,1626,1810,884,1127,1414,1567,2484,1992,03-01-2021,PIXEL_0027,0.791949067,7.159651826
728,cocoa,955,1811,2389,1182,1664,1975,2216,3042,2718,03-01-2021,PIXEL_0026,1.162760419,7.174393982
517,cocoa,741,3003,3064,666,1196,2185,2624,2528,1368,03-01-2021,PIXEL_0025,0.9087939,7.170152245
445,cocoa,661,1574,1851,775,1142,1417,1612,2676,1925,03-01-2021,PIXEL_0008,0.745007497,7.203412596
268,cocoa,559,2762,3037,442,912,2327,2753,1816,890,03-01-2021,PIXEL_0006,0.959837312,7.199518848
413,cocoa,629,1885,2076,716,1024,1617,1810,2481,1587,03-01-2021,PIXEL_0003,0.947753212,7.169249767
477,cocoa,693,1637,1806,885,1129,1401,1549,2102,1427,03-01-2021,PIXEL_0002,1.054490564,7.191411652
603,oil,858,2800,2836,866,1350,2219,2519,2877,1862,03-01-2021,PIXEL_0300,0.941978174,6.934121829
545,oil,651,1390,1616,662,929,1289,1436,1629,993,03-01-2021,PIXEL_0298,1.030913631,6.811824404
1510,oil,1556,2967,3157,1440,2084,2670,2876,3218,2049,03-01-2021,PIXEL_0297,0.946136222,7.051564628
520,oil,798,2764,3209,717,1213,2405,2775,2629,1414,03-01-2021,PIXEL_0295,0.910316149,6.780823164
431,oil,644,2024,2186,660,1072,1643,1869,2428,1510,03-01-2021,PIXEL_0294,0.797845263,6.914143379
823,rubber,1078,2536,2684,1290,1692,2136,2363,3820,2906,03-01-2021,PIXEL_0176,1.040244171,6.793719273
3836,rubber,4058,4884,5328,3990,4566,4901,5024,5095,4087,03-01-2021,PIXEL_0175,0.98553724,7.076875195
377,oil,565,1074,1195,637,774,990,1071,1440,1120,03-01-2021,PIXEL_0219,1.097902982,7.109693512
534,rubber,782,2112,2323,951,1296,1758,2006,2939,1957,03-01-2021,PIXEL_0173,1.029542073,7.012834947
590,cocoa,932,2468,2702,1005,1466,2118,2333,3234,2309,03-01-2021,PIXEL_0061,1.004596324,7.094380872
448,cocoa,753,2353,2630,781,1326,2025,2295,2931,1946,03-01-2021,PIXEL_0060,0.859704271,7.222494424
277,cocoa,393,1058,1116,378,560,922,1047,966,589,03-01-2021,PIXEL_0059,0.823894472,7.085370376
344,cocoa,572,2024,2233,611,1016,1622,1888,2304,1367,03-01-2021,PIXEL_0058,0.894788574,7.019545254
339,cocoa,611,1961,2212,610,1127,1637,1872,2456,1422,03-01-2021,PIXEL_0057,0.787999914,7.183840842
375,cocoa,483,960,1157,588,760,871,1009,1517,1218,03-01-2021,PIXEL_0056,0.746192663,7.205066957
2972,cocoa,3084,4308,4531,3190,3588,4068,4231,4315,2969,03-01-2021,PIXEL_0055,0.839980353,6.856418226
499,cocoa,733,2296,2532,814,1346,1913,2189,3031,1978,03-01-2021,PIXEL_0063,0.916445268,7.006823506
485,cocoa,612,1011,1073,657,851,994,1034,1407,904,03-01-2021,PIXEL_0054,0.782594592,7.014789155
816,cocoa,1130,1738,1891,1392,1609,1755,1789,2734,2423,03-01-2021,PIXEL_0052,0.744361436,7.167877527
626,cocoa,932,2346,3059,963,1634,2461,2724,2848,2053,03-01-2021,PIXEL_0051,1.059089188,6.947085556
733,cocoa,996,2350,2675,1174,1747,2242,2392,2943,2296,03-01-2021,PIXEL_0050,1.109359829,6.869401874
297,cocoa,542,2444,2511,495,953,1964,2229,2120,1156,03-01-2021,PIXEL_0049,0.758404127,7.205796748
385,rubber,669,2056,2313,765,1266,1716,1956,2784,1791,03-01-2021,PIXEL_0174,0.933761107,7.0178329
644,cocoa,968,2272,2560,1172,1598,2052,2258,3786,3016,03-01-2021,PIXEL_0047,0.922194767,6.986387921
579,cocoa,716,1432,1765,905,1133,1307,1463,2448,1792,03-01-2021,PIXEL_0046,1.004103408,6.78185012
523,cocoa,797,2276,2588,879,1344,1937,2213,2897,1916,03-01-2021,PIXEL_0053,0.971018924,7.034523574
660,cocoa,940,2336,2625,1110,1509,2041,2266,3507,2532,03-01-2021,PIXEL_0064,1.043889258,6.999567368
750,cocoa,1007,2920,3136,875,1440,2383,2766,2633,1466,03-01-2021,PIXEL_0065,0.906469464,6.93145995
433,cocoa,608,1649,1712,577,958,1377,1562,1545,958,03-01-2021,PIXEL_0066,0.784044666,6.933452703
431,cocoa,674,2096,2179,678,1083,1766,1935,2361,1467,03-01-2021,PIXEL_0084,1.04785123,7.015201921
714,cocoa,952,2420,2765,1021,1482,2086,2339,3021,1853,03-01-2021,PIXEL_0083,1.128307316,6.811737692
436,cocoa,715,2072,2155,850,1146,1669,1874,2564,1522,03-01-2021,PIXEL_0082,0.867795167,7.148250385
521,cocoa,655,1012,1228,717,894,1016,1111,1344,911,03-01-2021,PIXEL_0081,0.938111501,6.803713601
639,cocoa,927,2310,2680,1104,1400,2091,2316,3369,2621,03-01-2021,PIXEL_0080,1.102369805,7.147602915
480,cocoa,728,2544,2806,780,1249,2176,2437,2807,1861,03-01-2021,PIXEL_0079,0.914384698,7.107027597
757,cocoa,963,2352,2614,1052,1443,1977,2246,3135,2097,03-01-2021,PIXEL_0077,0.988221987,6.801346597
540,cocoa,822,1976,2237,1044,1479,1810,1974,3141,2108,03-01-2021,PIXEL_0076,0.890506855,7.220040445
991,cocoa,828,1356,1116,822,920,974,1016,1449,972,03-01-2021,PIXEL_0075,1.164384529,6.921131669
379,cocoa,619,1742,2034,745,1152,1515,1742,2513,1544,03-01-2021,PIXEL_0074,0.815116317,7.11048976
440,cocoa,652,1688,2059,795,1169,1547,1732,2763,1913,03-01-2021,PIXEL_0073,0.921413332,7.030584966
1644,cocoa,2002,3294,3642,2040,2497,3080,3315,3661,2446,03-01-2021,PIXEL_0072,0.951642063,6.964445813
2192,cocoa,2536,3720,4011,2626,2836,3393,3657,4140,3114,03-01-2021,PIXEL_0071,0.870675883,7.050225144
501,cocoa,758,2384,2468,771,1187,1943,2223,2792,1872,03-01-2021,PIXEL_0070,1.064082534,6.896705284
330,cocoa,447,811,1088,473,634,847,1004,994,633,03-01-2021,PIXEL_0069,0.783503785,7.011769918
2290,cocoa,2468,3748,3433,2434,2753,3094,3210,3977,2710,03-01-2021,PIXEL_0068,0.95884693,7.021854587
440,cocoa,728,2088,2322,826,1268,1809,1995,2725,1744,03-01-2021,PIXEL_0067,1.070872888,7.202815347
648,cocoa,894,1818,1961,1172,1363,1504,1658,3234,2607,03-01-2021,PIXEL_0045,1.152997479,7.085977204
401,cocoa,651,2828,2879,532,1104,2164,2503,2361,1218,03-01-2021,PIXEL_0085,0.777359494,6.822951681
551,cocoa,820,2416,2654,877,1276,2094,2382,2832,1846,03-01-2021,PIXEL_0044,1.062438791,7.117283768
1232,cocoa,1296,3112,3368,1190,2013,2698,2986,3492,2177,03-01-2021,PIXEL_0042,0.985271135,6.928402054
466,cocoa,757,2499,2654,818,1248,2023,2253,2680,1581,03-01-2021,PIXEL_0019,0.86046121,7.043117032
854,cocoa,1094,2198,2508,1226,1583,2020,2224,3240,2515,03-01-2021,PIXEL_0017,1.121320843,6.925491471
661,cocoa,918,2310,2524,1026,1446,1973,2222,3063,2184,03-01-2021,PIXEL_0016,1.044275662,7.027913142
408,cocoa,706,2216,2533,739,1158,1895,2181,2400,1356,03-01-2021,PIXEL_0015,0.900688166,6.950986241
501,cocoa,630,1259,1373,840,1005,1105,1108,2310,2040,03-01-2021,PIXEL_0014,0.747625294,7.100215683
336,cocoa,558,1888,2056,619,1057,1608,1767,2379,1424,03-01-2021,PIXEL_0013,0.793059258,7.131440607
576,cocoa,766,1556,1560,883,1096,1328,1430,2295,1633,03-01-2021,PIXEL_0012,1.071789121,6.882981804
577,cocoa,846,2190,2361,1026,1373,1833,2040,3079,2111,03-01-2021,PIXEL_0020,1.112708385,7.072291564
518,cocoa,775,2105,2359,829,1358,1874,2069,2968,2186,03-01-2021,PIXEL_0010,1.044308553,6.952197908
448,cocoa,666,1588,1862,781,1151,1425,1620,2701,1940,03-01-2021,PIXEL_0008,0.745007497,7.203412596
478,cocoa,800,2146,2425,1004,1425,1925,2166,3385,2586,03-01-2021,PIXEL_0007,0.768598961,7.083910875
258,cocoa,553,2776,3051,432,905,2337,2769,1818,890,03-01-2021,PIXEL_0006,0.959837312,7.199518848
437,cocoa,589,2334,2168,510,836,1657,1939,1356,726,03-01-2021,PIXEL_0005,1.101803684,6.783461617
409,cocoa,624,1884,2080,711,1022,1618,1812,2483,1583,03-01-2021,PIXEL_0003,0.947753212,7.169249767
474,cocoa,689,1640,1804,883,1124,1396,1545,2107,1431,03-01-2021,PIXEL_0002,1.054490564,7.191411652
534,cocoa,636,1217,1455,626,813,1125,1255,1222,845,03-01-2021,PIXEL_0001,0.957526321,6.899851723
305,cocoa,595,2032,2263,520,944,1751,1987,2179,1270,03-01-2021,PIXEL_0009,0.883059109,7.138282757
3604,cocoa,3632,4544,4587,3496,3882,4287,4398,4530,3447,03-01-2021,PIXEL_0021,1.041901537,6.935325389
477,cocoa,744,2095,2329,856,1230,1769,2089,2802,1902,03-01-2021,PIXEL_0022,0.870456358,7.046200882
338,cocoa,636,2994,3049,522,1106,2329,2787,2403,1399,03-01-2021,PIXEL_0023,1.031082258,7.127910818
807,cocoa,1198,2712,3144,1222,1785,2552,2812,3108,2108,03-01-2021,PIXEL_0041,1.063362505,7.056725556
907,cocoa,886,1606,1732,839,1105,1394,1531,1738,1156,03-01-2021,PIXEL_0040,1.102748624,6.787716372
342,cocoa,460,945,1039,435,615,889,960,962,572,03-01-2021,PIXEL_0039,1.029515677,6.905663854
553,cocoa,719,1184,1661,843,1120,1423,1499,1725,1248,03-01-2021,PIXEL_0038,1.057220379,6.893922844
424,cocoa,630,1726,1998,675,1038,1519,1748,2258,1396,03-01-2021,PIXEL_0037,0.746942975,6.927842386
708,cocoa,1015,2460,2808,1166,1474,2237,2489,3372,2577,03-01-2021,PIXEL_0036,1.001069708,7.012905629
426,cocoa,548,932,1037,574,683,910,982,1127,750,03-01-2021,PIXEL_0035,1.031215268,6.908979473
419,cocoa,662,1899,2242,752,1204,1678,1914,2399,1361,03-01-2021,PIXEL_0034,0.829519162,7.031572084
828,cocoa,1068,1960,2175,1362,1580,1791,1930,3348,2866,03-01-2021,PIXEL_0033,0.798776643,6.887736448
841,cocoa,1162,2221,2546,1606,1873,2117,2231,3805,3508,03-01-2021,PIXEL_0032,1.134347441,7.022697727
750,cocoa,941,2444,2788,1036,1501,2106,2341,3158,1895,03-01-2021,PIXEL_0031,0.890463187,6.79806262
